year,patcnty,agegrp,count
2016,Inyo,Older Mothers (35 years old or older),31
2016,Inyo,Teen Mothers (15 years old to 19 years old),17
2016,Inyo,Typical Aged Mothers (20 years old to 34 years old),132
2016,Kern,Total Births,13365
2016,Kern,Older Mothers (35 years old or older),1699
2016,Kern,Teen Mothers (15 years old to 19 years old),1097
2016,Kern,Typical Aged Mothers (20 years old to 34 years old),10560
2016,Kings,Total Births,1865
2016,Kings,Older Mothers (35 years old or older),201
2016,Kings,Teen Mothers (15 years old to 19 years old),138
2016,Kings,Typical Aged Mothers (20 years old to 34 years old),1526
2016,Lake,Total Births,701
2016,Lake,Older Mothers (35 years old or older),84
2016,Lake,Teen Mothers (15 years old to 19 years old),46
2016,Lake,Typical Aged Mothers (20 years old to 34 years old),569
2016,Lassen,Total Births,253
2016,Lassen,Older Mothers (35 years old or older),31
2016,Lassen,Teen Mothers (15 years old to 19 years old),15
2016,Lassen,Typical Aged Mothers (20 years old to 34 years old),207
2016,Los Angeles,Total Births,119585
2016,Los Angeles,Older Mothers (35 years old or older),28416
2016,Los Angeles,Teen Mothers (15 years old to 19 years old),5221
2016,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),85892
2016,Madera,Total Births,2278
2016,Madera,Older Mothers (35 years old or older),322
2016,Madera,Teen Mothers (15 years old to 19 years old),175
2016,Madera,Typical Aged Mothers (20 years old to 34 years old),1779
2016,Marin,Total Births,2157
2016,Marin,Older Mothers (35 years old or older),900
2016,Marin,Teen Mothers (15 years old to 19 years old),61
2016,Marin,Typical Aged Mothers (20 years old to 34 years old),1196
2016,Mendocino,Total Births,942
2016,Mendocino,Older Mothers (35 years old or older),163
2016,Mendocino,Teen Mothers (15 years old to 19 years old),56
2016,Mendocino,Typical Aged Mothers (20 years old to 34 years old),723
2016,Merced,Total Births,4026
2016,Merced,Older Mothers (35 years old or older),543
2016,Merced,Teen Mothers (15 years old to 19 years old),316
2016,Merced,Typical Aged Mothers (20 years old to 34 years old),3163
2016,Monterey,Total Births,5868
2016,Monterey,Older Mothers (35 years old or older),1056
2016,Monterey,Teen Mothers (15 years old to 19 years old),381
2016,Monterey,Typical Aged Mothers (20 years old to 34 years old),4427
2016,Napa,Total Births,1329
2016,Napa,Older Mothers (35 years old or older),345
2016,Napa,Teen Mothers (15 years old to 19 years old),52
2016,Napa,Typical Aged Mothers (20 years old to 34 years old),932
2016,Nevada,Total Births,659
2016,Nevada,Older Mothers (35 years old or older),140
2016,Nevada,Teen Mothers (15 years old to 19 years old),23
2016,Nevada,Typical Aged Mothers (20 years old to 34 years old),496
2016,Orange,Total Births,37113
2016,Orange,Older Mothers (35 years old or older),9674
2016,Orange,Teen Mothers (15 years old to 19 years old),1214
2016,Orange,Typical Aged Mothers (20 years old to 34 years old),26216
2016,Placer,Total Births,3603
2016,Placer,Older Mothers (35 years old or older),811
2016,Placer,Teen Mothers (15 years old to 19 years old),93
2016,Placer,Typical Aged Mothers (20 years old to 34 years old),2699
2016,Riverside,Total Births,29541
2016,Riverside,Older Mothers (35 years old or older),4791
2016,Riverside,Teen Mothers (15 years old to 19 years old),1554
2016,Riverside,Typical Aged Mothers (20 years old to 34 years old),23181
2016,Sacramento,Total Births,18961
2016,Sacramento,Older Mothers (35 years old or older),3479
2016,Sacramento,Teen Mothers (15 years old to 19 years old),756
2016,Sacramento,Typical Aged Mothers (20 years old to 34 years old),14722
2016,San Benito,Total Births,732
2016,San Benito,Older Mothers (35 years old or older),130
2016,San Benito,Teen Mothers (15 years old to 19 years old),31
2016,San Benito,Typical Aged Mothers (20 years old to 34 years old),570
2016,San Bernardino,Total Births,29444
2016,San Bernardino,Older Mothers (35 years old or older),4594
2016,San Bernardino,Teen Mothers (15 years old to 19 years old),1760
2016,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),23072
2016,San Diego,Total Births,36954
2016,San Diego,Older Mothers (35 years old or older),8309
2016,San Diego,Teen Mothers (15 years old to 19 years old),1336
2016,San Diego,Typical Aged Mothers (20 years old to 34 years old),27301
2016,San Francisco,Total Births,8651
2016,San Francisco,Older Mothers (35 years old or older),3392
2016,San Francisco,Teen Mothers (15 years old to 19 years old),119
2016,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5139
2016,San Joaquin,Total Births,10072
2016,San Joaquin,Older Mothers (35 years old or older),1624
2016,San Joaquin,Teen Mothers (15 years old to 19 years old),566
2016,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),7880
2016,San Luis Obispo,Total Births,2460
2016,San Luis Obispo,Older Mothers (35 years old or older),451
2016,San Luis Obispo,Teen Mothers (15 years old to 19 years old),109
2016,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1900
2016,San Mateo,Total Births,8085
2016,San Mateo,Older Mothers (35 years old or older),2774
2016,San Mateo,Teen Mothers (15 years old to 19 years old),155
2016,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5154
2016,Santa Barbara,Total Births,5266
2016,Santa Barbara,Older Mothers (35 years old or older),1000
2016,Santa Barbara,Teen Mothers (15 years old to 19 years old),312
2016,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),3947
2016,Santa Clara,Total Births,22588
2016,Santa Clara,Older Mothers (35 years old or older),6195
2016,Santa Clara,Teen Mothers (15 years old to 19 years old),567
2016,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),15816
2016,Santa Cruz,Total Births,2876
2016,Santa Cruz,Older Mothers (35 years old or older),733
2016,Santa Cruz,Teen Mothers (15 years old to 19 years old),143
2016,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2000
2016,Shasta,Total Births,1977
2016,Shasta,Older Mothers (35 years old or older),245
2016,Shasta,Teen Mothers (15 years old to 19 years old),101
2016,Shasta,Typical Aged Mothers (20 years old to 34 years old),1630
2016,Siskiyou,Total Births,341
2016,Siskiyou,Older Mothers (35 years old or older),35
2016,Siskiyou,Teen Mothers (15 years old to 19 years old),15
2016,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),290
2016,Solano,Total Births,4780
2016,Solano,Older Mothers (35 years old or older),946
2016,Solano,Teen Mothers (15 years old to 19 years old),186
2016,Solano,Typical Aged Mothers (20 years old to 34 years old),3647
2016,Sonoma,Total Births,4646
2016,Sonoma,Older Mothers (35 years old or older),1049
2016,Sonoma,Teen Mothers (15 years old to 19 years old),166
2016,Sonoma,Typical Aged Mothers (20 years old to 34 years old),3431
2016,Stanislaus,Total Births,7678
2016,Stanislaus,Older Mothers (35 years old or older),1081
2016,Stanislaus,Teen Mothers (15 years old to 19 years old),494
2016,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),6098
2016,Sutter,Total Births,1336
2016,Sutter,Older Mothers (35 years old or older),165
2016,Sutter,Teen Mothers (15 years old to 19 years old),71
2016,Sutter,Typical Aged Mothers (20 years old to 34 years old),1100
2016,Tehama,Total Births,730
2016,Tehama,Older Mothers (35 years old or older),63
2016,Tehama,Teen Mothers (15 years old to 19 years old),50
2016,Tehama,Typical Aged Mothers (20 years old to 34 years old),617
2016,Tulare,Total Births,6965
2016,Tulare,Older Mothers (35 years old or older),917
2016,Tulare,Teen Mothers (15 years old to 19 years old),599
2016,Tulare,Typical Aged Mothers (20 years old to 34 years old),5447
2016,Ventura,Total Births,9260
2016,Ventura,Older Mothers (35 years old or older),1916
2016,Ventura,Teen Mothers (15 years old to 19 years old),412
2016,Ventura,Typical Aged Mothers (20 years old to 34 years old),6930
2016,Yolo,Total Births,2343
2016,Yolo,Older Mothers (35 years old or older),515
2016,Yolo,Teen Mothers (15 years old to 19 years old),81
2016,Yolo,Typical Aged Mothers (20 years old to 34 years old),1747
2016,Yuba,Total Births,1210
2016,Yuba,Older Mothers (35 years old or older),130
2016,Yuba,Teen Mothers (15 years old to 19 years old),78
2016,Yuba,Typical Aged Mothers (20 years old to 34 years old),1001
